sampleID,pond,doy,year,time,depth_m,temp_C,do_sat,do_mgl,spcond_uScm,pH,chl_ugl,pc_ugl,
P22-304-F0-C,Forebay,304,2022,NA,0,9.5,6.7,0.74,232.1,NA,NA,NA,
P22-304-S0-C,Strickers,304,2022,NA,0.25,11.4,143.9,16.04,165.7,NA,NA,NA,
P22-304-S0-C,Strickers,304,2022,NA,0.5,10.9,145.4,15.86,157.4,NA,NA,NA,
P22-304-S0-C,Strickers,304,2022,NA,0.75,10.2,129.5,14.25,156,NA,NA,NA,
P22-304-T0-C,Tiedemans,304,2022,NA,0.25,10.9,85.6,9.6,198.7,NA,NA,NA,
P22-304-T0-C,Tiedemans,304,2022,NA,0.5,10,82.5,9.31,205.3,NA,NA,NA,
P22-304-T0-C,Tiedemans,304,2022,NA,0.75,9.8,81.1,9.18,205.6,NA,NA,NA,
P22-311-S0-C,Strickers,311,2022,8:48,0,8.6,91.5,10.7,122.4,NA,NA,NA,
P22-311-S0-C,Strickers,311,2022,8:48,0.25,8.6,90.5,10.53,122.5,NA,NA,NA,
P22-311-S0-C,Strickers,311,2022,8:48,0.5,8.6,89.3,10.4,122.5,NA,NA,NA,
P22-311-S0-C,Strickers,311,2022,8:48,0.75,8.6,88.7,10.31,122.4,NA,NA,NA,
P22-311-S0-C,Strickers,311,2022,8:48,1,8.7,13.5,1.56,122.2,NA,NA,NA,
P22-311-S0-C,Strickers,311,2022,8:48,1.25,8.8,18.2,2.89,121.5,NA,NA,NA,
P22-311-T0-C,Tiedemans,311,2022,8:48,0,5.3,85.7,10.89,156.5,NA,NA,NA,
P22-311-T0-C,Tiedemans,311,2022,8:48,0.25,5,85.5,10.91,157,NA,NA,NA,
P22-311-T0-C,Tiedemans,311,2022,8:48,0.5,5,85.5,10.95,157.7,NA,NA,NA,
P22-311-T0-C,Tiedemans,311,2022,8:48,0.75,5,83.3,10.62,157.7,NA,NA,NA,
P22-311-T0-C,Tiedemans,311,2022,8:48,1,5,85.5,10.95,157.5,NA,NA,NA,
P22-336-T0-C,Tiedemans,336,2022,11:30,0.25,4.6,87.1,11.49,197.2,NA,NA,NA,
P22-336-T0-C,Tiedemans,336,2022,11:30,0.5,3.7,92.2,12.2,195.7,NA,NA,NA,
P22-336-T0-C,Tiedemans,336,2022,11:30,0.75,3.5,94.4,12.53,202.2,NA,NA,NA,
P22-336-T0-C,Tiedemans,336,2022,11:30,1,3.5,96.5,12.82,202.3,NA,NA,NA,
P22-336-T0-C,Tiedemans,336,2022,11:30,1.25,3.5,87.1,11.74,203.25,NA,NA,NA,
P23-025-S0-C,Strickers,25,2023,10:00,0,1.6,109,15.32,287.5,NA,NA,NA,
P23-025-S0-C,Strickers,25,2023,10:00,0.25,3.8,102,13.31,239.7,NA,NA,NA,
P23-025-S0-C,Strickers,25,2023,10:00,0.5,4.8,85.2,10.75,440,NA,NA,NA,
P23-025-S0-C,Strickers,25,2023,10:00,0.75,5,71.9,9.09,455.6,NA,NA,NA,
P23-025-S0-C,Strickers,25,2023,10:00,1,5.1,68,8.6,468.2,NA,NA,NA,
P23-025-T0-C,Tiedemans,25,2023,NA,0,1.1,90.1,12.48,383.4,NA,NA,NA,
P23-025-T0-C,Tiedemans,25,2023,NA,0.25,2.2,79.6,10.69,359.8,NA,NA,NA,
P23-025-T0-C,Tiedemans,25,2023,NA,0.5,3.1,68.7,8.95,385.8,NA,NA,NA,
P23-025-T0-C,Tiedemans,25,2023,NA,0.75,3.5,60.2,7.8,441.6,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,0,0.5,99.5,14.3,1220,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,0.25,1.2,103.2,14.44,1197,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,0.5,1.6,100.8,13.95,1171,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,0.75,2,93,12.69,1369,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,1,2.3,61.8,8,1459,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,1.25,2.2,55.6,7.45,1382,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,1.5,2.4,45.8,6,1442,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,1.75,2.4,36.9,4.98,1432,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,2,2.5,33.9,4.49,1563,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,2.25,2.6,19.3,2.58,1590,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,2.5,2.6,18.6,2.56,1629,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,2.75,3,21.6,2.89,1711,NA,NA,NA,
P23-026-E0-C,Elver,26,2023,11:35,3,3,25,3.26,1959,NA,NA,NA,
P23-026-L0-C,Lakeview,26,2023,10:25,0,3.2,77.7,10.35,858,NA,NA,NA,
P23-026-L0-C,Lakeview,26,2023,10:25,0.25,3.2,76.1,10.15,899,NA,NA,NA,
P23-026-L0-C,Lakeview,26,2023,10:25,0.5,3.3,75.3,9.98,919,NA,NA,NA,
P23-026-L0-C,Lakeview,26,2023,10:25,0.75,3.6,75.1,9.91,917,NA,NA,NA,
P23-026-L0-C,Lakeview,26,2023,10:25,1,3.8,75.1,9.86,919,NA,NA,NA,
P23-026-O0-C,OrchidNorth,26,2023,9:15,0,2.1,79.5,10.88,270.2,NA,NA,NA,
P23-026-O0-C,OrchidNorth,26,2023,9:15,0.25,3.9,61,8.08,509,NA,NA,NA,
P23-026-O0-C,OrchidNorth,26,2023,9:15,0.5,5.1,50.9,6.19,555,NA,NA,NA,
P23-026-O0-C,OrchidNorth,26,2023,9:15,0.75,5.4,44.3,5.44,576,NA,NA,NA,
P23-026-O0-C,OrchidNorth,26,2023,9:15,1,5.5,38.3,4.87,585,NA,NA,NA,
P23-057-F0-S,Forebay,57,2023,11:54,0,0.8,23.4,3.34,1156,NA,NA,NA,
P23-057-F0-S,Forebay,57,2023,11:54,0.25,2.2,21.3,2.91,1008,NA,NA,NA,
P23-057-F0-S,Forebay,57,2023,11:54,0.5,3.4,16.7,2.21,2719,NA,NA,NA,
P23-057-S0-C,Strickers,57,2023,10:43,0,1.3,115.3,16.27,514,NA,NA,NA,
P23-057-S0-C,Strickers,57,2023,10:43,0.25,3.2,98.5,13.15,506,NA,NA,NA,
P23-057-S0-C,Strickers,57,2023,10:43,0.5,3.8,76,9.93,666,NA,NA,NA,
P23-057-S0-C,Strickers,57,2023,10:43,0.75,4,70,9.17,702,NA,NA,NA,
P23-057-S0-C,Strickers,57,2023,10:43,1,4,62.3,8.15,749,NA,NA,NA,
P23-057-T0-C,Tiedemans,57,2023,9:25,0,1.5,87,12.3,490,NA,NA,NA,
P23-057-T0-C,Tiedemans,57,2023,9:25,0.25,2.5,67.2,9.21,501,NA,NA,NA,
P23-057-T0-C,Tiedemans,57,2023,9:25,0.5,3,51.5,6.85,614,NA,NA,NA,
P23-057-T0-C,Tiedemans,57,2023,9:25,0.75,3.9,34.7,4.25,757,NA,NA,NA,
P23-057-T0-C,Tiedemans,57,2023,9:25,1,4.3,16.8,2.17,930,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,0.25,4.6,102.8,13.22,1290,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,0.5,4.6,102.6,13.17,1330,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,0.75,4.6,102.4,13.16,1330,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,1,4.6,102,13.1,1353,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,1.25,4.5,101.2,13.01,1358,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,1.5,4.5,99.1,12.77,1368,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,1.75,4.4,93.1,12.05,1379,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,2,4.2,88.9,11.52,1388,NA,NA,NA,
P23-082-E0-C,Elver,82,2023,13:27,2.25,4.2,83.5,10.34,1387,NA,NA,NA,
P23-082-L0-C,Lakeview,82,2023,10:55,0,5.6,103.7,13.06,604,NA,NA,NA,
P23-082-L0-C,Lakeview,82,2023,10:55,0.25,5.8,106.2,13.23,880,NA,NA,NA,
P23-082-L0-C,Lakeview,82,2023,10:55,0.5,5.8,107.1,13.34,880,NA,NA,NA,
P23-082-L0-C,Lakeview,82,2023,10:55,0.75,5.8,106.9,13.34,880,NA,NA,NA,
P23-082-L0-C,Lakeview,82,2023,10:55,1,5.9,107.2,13.37,880,NA,NA,NA,
P23-082-L0-C,Lakeview,82,2023,10:55,1.25,5.9,107.2,13.3,879,NA,NA,NA,
P23-082-O0-C,OrchidNorth,82,2023,NA,0,6,94.5,11.78,558,NA,NA,NA,
P23-082-O0-C,OrchidNorth,82,2023,NA,0.25,5.9,95.3,11.89,566,NA,NA,NA,
P23-082-O0-C,OrchidNorth,82,2023,NA,0.5,5.8,95.3,11.93,566,NA,NA,NA,
P23-082-O0-C,OrchidNorth,82,2023,NA,0.75,5.7,97.4,12.17,567,NA,NA,NA,
P23-082-O0-C,OrchidNorth,82,2023,NA,1,5.7,96.5,12.07,567,NA,NA,NA,
P23-082-S0-C,Strickers,82,2023,12:21,0,5.1,104.3,13.36,630,NA,NA,NA,
P23-082-S0-C,Strickers,82,2023,12:21,0.25,5.1,107.3,13.67,631,NA,NA,NA,
P23-082-S0-C,Strickers,82,2023,12:21,0.5,5.1,108.2,13.79,631,NA,NA,NA,
P23-082-S0-C,Strickers,82,2023,12:21,0.75,5.1,108.7,13.84,631,NA,NA,NA,
P23-082-S0-C,Strickers,82,2023,12:21,1,5.1,109.1,13.89,631,NA,NA,NA,
P23-082-S0-C,Strickers,82,2023,12:21,1.25,5.1,109.2,13.88,631,NA,NA,NA,
P23-082-S0-C,Strickers,82,2023,12:21,1.5,5.1,108.9,13.83,631,NA,NA,NA,
P23-082-T0-C,Tiedemans,82,2023,11:37,0,5.3,99.8,12.64,373.9,NA,NA,NA,
P23-082-T0-C,Tiedemans,82,2023,11:37,0.25,5.3,99.8,12.62,373.5,NA,NA,NA,
P23-082-T0-C,Tiedemans,82,2023,11:37,0.5,5.3,99.3,12.57,374.1,NA,NA,NA,
P23-082-T0-C,Tiedemans,82,2023,11:37,0.75,5.3,98.8,12.51,375.8,NA,NA,NA,
P23-082-T0-C,Tiedemans,82,2023,11:37,1,5.3,97.4,12.34,375.8,NA,NA,NA,
P23-082-T0-C,Tiedemans,82,2023,11:37,1.25,5.2,94.7,12.02,375.9,NA,NA,NA,
P23-111-S0-C,Strickers,111,2023,9:15,0,10.3,99.1,11.11,562,8.91,NA,NA,
P23-111-S0-C,Strickers,111,2023,9:15,0.25,10.2,100.3,11.25,562,NA,NA,NA,
P23-111-S0-C,Strickers,111,2023,9:15,0.5,10.2,14.5,1.63,564,NA,NA,NA,
P23-111-S0-C,Strickers,111,2023,9:15,0.75,10.2,2,0.22,543,NA,NA,NA,
P23-111-S0-C,Strickers,111,2023,9:15,1,10.2,0.9,0.09,545,NA,NA,NA,
P23-111-T0-C,Tiedemans,111,2023,9:15,0.2,9.6,94,10.49,496,13.05,NA,NA,
P23-111-T0-C,Tiedemans,111,2023,9:15,0.5,9.5,93.7,10.67,496.1,13.05,NA,NA,
P23-111-T0-C,Tiedemans,111,2023,9:15,0.75,9.5,94.2,10.73,496.2,NA,NA,NA,
P23-111-T0-C,Tiedemans,111,2023,9:15,1,9.4,-0.2,-0.04,534,NA,NA,NA,
P23-111-W0-C,LakeviewWest,111,2023,12:17,0,13.5,87.2,9.07,332.7,NA,NA,NA,
P23-111-W0-C,LakeviewWest,111,2023,12:17,0.25,13.5,87.2,9.09,332.9,NA,NA,NA,
P23-111-W0-C,LakeviewWest,111,2023,12:17,0.5,12.4,81.7,8.73,333,NA,NA,NA,
P23-111-W0-C,LakeviewWest,111,2023,12:17,0.75,11.5,74.7,7.95,336,NA,NA,NA,
P23-111-W0-C,LakeviewWest,111,2023,12:17,1,10.8,60.2,6.56,339.9,NA,NA,NA,
P23-111-W0-C,LakeviewWest,111,2023,12:17,1.25,10.6,45,4.67,348.8,NA,NA,NA,
P23-111-W0-C,LakeviewWest,111,2023,12:17,1.5,10.5,0.8,0.07,467.3,NA,NA,NA,
P23-118-S0-C,Strickers,118,2023,10:59,0,14.1,144.5,14.77,567,NA,74.64,8.25,
P23-118-S0-C,Strickers,118,2023,10:59,0.25,13.9,142.8,14.75,569,NA,213.84,13.31,
P23-118-S0-C,Strickers,118,2023,10:59,0.5,13,128.6,13.39,571,NA,246.8,14.07,
P23-118-S0-C,Strickers,118,2023,10:59,0.75,12.7,107.2,11.55,565,NA,320.86,14.51,
P23-118-T0-C,Tiedemans,118,2023,,0,12,83.6,8.96,508,NA,277.96,12.15,
P23-118-T0-C,Tiedemans,118,2023,,0.25,11.5,77,8.01,504,NA,438.69,15.22,
P23-118-T0-C,Tiedemans,118,2023,,0.5,11.3,68.5,7.48,503,NA,495.9,17.92,
P23-118-T0-C,Tiedemans,118,2023,,0.75,11.2,66.5,7.27,502,NA,475.63,18.25,
P23-118-W0-C,LakeviewWest,118,2023,12:09,0,17.2,149.3,14.35,502,NA,98.33,7.12,
P23-118-W0-C,LakeviewWest,118,2023,12:09,0.25,16.2,142.6,14.24,503,NA,155.96,8.96,
P23-118-W0-C,LakeviewWest,118,2023,12:09,0.5,14.3,90.6,9.44,506,NA,234.14,10.44,
P23-118-W0-C,LakeviewWest,118,2023,12:09,0.75,13.5,68.4,7.22,496.8,NA,247.05,10.14,
P23-118-W0-C,LakeviewWest,118,2023,12:09,1,12.7,61.1,6.48,495.3,NA,205.13,10.25,
P23-118-W0-C,LakeviewWest,118,2023,12:09,1.25,12.2,51.2,5.52,499.6,NA,292.04,13.79,
P23-124-S0-C,Strickers,124,2023,,0,13,138.7,14.61,571,NA,115,20.7,
P23-124-S0-C,Strickers,124,2023,,0.25,13,140.9,14.86,571,NA,130,19.9,
P23-124-S0-C,Strickers,124,2023,,0.5,13,142.3,15,571,NA,175,23.8,
P23-124-S0-C,Strickers,124,2023,,0.75,12.8,141.4,14.95,570,NA,200,24.6,
P23-124-T0-C,Tiedemans,124,2023,,0,12.7,104.4,11.07,509,NA,170,18.1,
P23-124-T0-C,Tiedemans,124,2023,,0.25,12.7,106.4,11.27,508,NA,190,17.36,
P23-124-T0-C,Tiedemans,124,2023,,0.5,12.1,104.3,11.19,513,NA,180,15.8,
P23-124-T0-C,Tiedemans,124,2023,,0.75,11.7,90.1,9.76,507,NA,225,17.76,
P23-124-W0-C,LakeviewWest,124,2023,,0,16.1,175.8,16.91,450.7,NA,37,8.5,
P23-124-W0-C,LakeviewWest,124,2023,,0.25,14,154,15.89,444.9,NA,67,12.4,
P23-124-W0-C,LakeviewWest,124,2023,,0.5,12.4,118,12.45,440.6,NA,78,13.25,
P23-124-W0-C,LakeviewWest,124,2023,,0.75,11.7,92.5,9.8,437.5,NA,80,12.7,
P23-124-W0-C,LakeviewWest,124,2023,,1,11,44.8,5.2,447.4,NA,90,9.7,
P23-130-S0-C,Strickers,130,2023,,0,19.1,145.5,13.55,546,NA,70.8,57.5,
P23-130-S0-C,Strickers,130,2023,,0.25,18.9,149.7,13.97,547,NA,92.2,26.14,
P23-130-S0-C,Strickers,130,2023,,0.5,18.8,149.7,13.92,547,NA,101.1,26.5,
P23-130-S0-C,Strickers,130,2023,,0.75,18.3,137.5,12.91,544,NA,214,28.55,
P23-130-T0-C,Tiedemans,130,2023,9:00,0,17,114.7,11.11,490.6,NA,119.2,14.93,
P23-130-T0-C,Tiedemans,130,2023,9:00,0.25,16.9,115.3,11.16,490.4,NA,140,15.01,
P23-130-T0-C,Tiedemans,130,2023,9:00,0.5,16.8,113.9,11.02,491.3,NA,139,14.7,
P23-130-T0-C,Tiedemans,130,2023,9:00,0.75,16.5,104.5,10.18,489.9,NA,170,14.81,
P23-130-W0-C,LakeviewWest,130,2023,11:20,0,21.3,100,8.88,343.3,NA,25.08,2.57,
P23-130-W0-C,LakeviewWest,130,2023,11:20,0.25,20.6,100.7,9.03,341,NA,46.5,3.29,
P23-130-W0-C,LakeviewWest,130,2023,11:20,0.5,18.6,70.3,6.57,344,NA,47.9,3.33,
P23-130-W0-C,LakeviewWest,130,2023,11:20,0.75,16.3,19.1,1.91,359,NA,40.21,3.49,
P23-130-W0-C,LakeviewWest,130,2023,11:20,1,14.2,3.5,0.31,408.2,NA,50.1,4.35,
P23-130-W0-C,LakeviewWest,130,2023,11:20,1.25,14.1,2.5,0.22,451,NA,65.3,6.45,
P23-136-S0-C,Strickers,136,2023,9:20,0,18.2,216.2,20.4,560,NA,60.09,21,
P23-136-S0-C,Strickers,136,2023,9:20,0.25,18.1,220.7,20.78,560,NA,91.25,26.22,
P23-136-S0-C,Strickers,136,2023,9:20,0.5,18.1,218.2,20.62,559,NA,106.75,28.07,
P23-136-S0-C,Strickers,136,2023,9:20,0.75,17.7,197.7,18.67,556,NA,133.52,27.06,
P23-136-T0-C,Tiedemans,136,2023,,0,16.2,142.1,13.96,538,NA,60.09,6.12,
P23-136-T0-C,Tiedemans,136,2023,,0.25,16.4,144.6,14.12,547,NA,91.25,8.24,
P23-136-T0-C,Tiedemans,136,2023,,0.5,16.2,143.4,14.06,547,NA,106.75,9.08,
P23-136-T0-C,Tiedemans,136,2023,,0.75,15.8,133.3,13.17,547,NA,133.52,9.31,
P23-136-W0-C,LakeviewWest,136,2023,11:50,0,27.2,251.1,21.73,372.7,NA,54.2,4.53,
P23-136-W0-C,LakeviewWest,136,2023,11:50,0.25,21.2,257.9,22.85,375.5,NA,114.74,7.41,
P23-136-W0-C,LakeviewWest,136,2023,11:50,0.5,17.9,216.9,20.46,37.8,NA,118.58,9.1,
P23-136-W0-C,LakeviewWest,136,2023,11:50,0.75,17,72,7.67,373.3,NA,120.37,8.15,
P23-136-W0-C,LakeviewWest,136,2023,11:50,1,16.2,6.8,0.71,388,NA,138.26,7.55,
P23-142-S0-C,Strickers,142,2023,10:30,0,23,227.4,19.69,586,NA,NA,NA,
P23-142-S0-C,Strickers,142,2023,10:30,0.25,22.1,225,19.84,588,NA,NA,NA,
P23-142-S0-C,Strickers,142,2023,10:30,0.5,21.3,206.9,17.85,585,NA,NA,NA,
P23-142-S0-C,Strickers,142,2023,10:30,0.75,20.2,78.8,7.02,575,NA,NA,NA,
P23-142-T0-C,Tiedemans,142,2023,9:06,0,20,86,7.75,610,NA,NA,NA,
P23-142-T0-C,Tiedemans,142,2023,9:06,0.25,19.9,77.8,7.04,611,NA,NA,NA,
P23-142-T0-C,Tiedemans,142,2023,9:06,0.5,19.7,64.1,5.78,610,NA,NA,NA,
P23-142-T0-C,Tiedemans,142,2023,9:06,0.75,19.5,49.5,4.51,610,NA,NA,NA,
P23-143-S0-C,Strickers,143,2023,10:23,0,23.2,271.4,23.2,598,NA,97.64,13.67,
P23-143-S0-C,Strickers,143,2023,10:23,0.25,21.1,230.5,20.54,590,NA,116.28,15.08,
P23-143-S0-C,Strickers,143,2023,10:23,0.5,20.8,215.4,19.26,587,NA,130.61,15.2,
P23-143-S0-C,Strickers,143,2023,10:23,0.75,20.5,145,12.98,579,NA,263.7,20.65,
P23-143-T0-C,Tiedemans,143,2023,9:06,0,20.3,95,8.56,622,NA,87.3,7.27,
P23-143-T0-C,Tiedemans,143,2023,9:06,0.25,20.2,70.5,6.05,622,NA,109.56,7.78,
P23-143-T0-C,Tiedemans,143,2023,9:06,0.5,20,61.4,5.56,921,NA,112.87,7.87,
P23-143-T0-C,Tiedemans,143,2023,9:06,0.75,20,57.1,5.18,621,NA,110.85,7.98,
P23-143-W0-C,LakeviewWest,143,2023,11:12,0,23.8,247.6,20.91,390.4,NA,38.66,3.55,
P23-143-W0-C,LakeviewWest,143,2023,11:12,0.25,22.4,245.1,21.33,392,NA,97.66,5.9,
P23-143-W0-C,LakeviewWest,143,2023,11:12,0.5,21.8,215.8,19.33,389.7,NA,99.67,6.62,
P23-143-W0-C,LakeviewWest,143,2023,11:12,0.75,20.5,154.3,13.75,386.6,NA,144.39,8.81,
P23-143-W0-C,LakeviewWest,143,2023,11:12,1,19.6,58.3,3.95,100.9,NA,316.3,12.67,
P23-150-S0-C,Strickers,150,2023,10:55,0,24.1,256.5,21.58,623,NA,135.1,8.89,
P23-150-S0-C,Strickers,150,2023,10:55,0.25,23.7,261.2,21.86,625,NA,191.79,11.65,
P23-150-S0-C,Strickers,150,2023,10:55,0.5,22.9,217.9,18.77,619,NA,284.98,12.32,
P23-150-S0-C,Strickers,150,2023,10:55,0.75,22.5,170.8,14.79,611,NA,367.07,15.51,Column only taken to .6m to avoid sediment
P23-150-T0-C,Tiedemans,150,2023,9:23,0,21.6,67.3,5.91,727,NA,75.64,3.86,
P23-150-T0-C,Tiedemans,150,2023,9:23,0.25,21.6,67.3,5.93,728,NA,86.9,4.08,
P23-150-T0-C,Tiedemans,150,2023,9:23,0.5,21,54.9,4.9,725,NA,118.52,4.94,
P23-150-T0-C,Tiedemans,150,2023,9:23,0.75,20.7,39.4,3.52,724,NA,154.71,5.79,
P23-150-W0-C,LakeviewWest,150,2023,12:20,0,26.6,257.8,20.52,420.6,NA,37.41,2.41,
P23-150-W0-C,LakeviewWest,150,2023,12:20,0.25,25.3,278.7,22.45,417.2,NA,51.5,3.12,
P23-150-W0-C,LakeviewWest,150,2023,12:20,0.5,23,274,23.43,417.8,NA,94.8,4.98,
P23-150-W0-C,LakeviewWest,150,2023,12:20,0.75,21.9,178.8,15.58,416.8,NA,478.12,13.5,
P23-157-S0-C,Strickers,157,2023,10:15,0,24.6,144.6,12,655,NA,193.6,14.03,
P23-157-S0-C,Strickers,157,2023,10:15,0.25,24.7,140.3,11.66,656,NA,208.29,14.8,
P23-157-S0-C,Strickers,157,2023,10:15,0.5,24.7,136.9,11.26,655,NA,219.11,14.52,
P23-157-T0-C,Tiedemans,157,2023,9:08,0,23.5,43.7,3.71,838,NA,101.05,4.72,
P23-157-T0-C,Tiedemans,157,2023,9:08,0.25,23.5,41.8,3.53,838,NA,112.23,5.24,
P23-157-T0-C,Tiedemans,157,2023,9:08,0.5,23.5,34.6,2.92,839,NA,154.26,5.86,
P23-157-W0-C,LakeviewWest,157,2023,11:31,0,26,189.8,15.51,455.7,NA,144.84,6.68,
P23-157-W0-C,LakeviewWest,157,2023,11:31,0.25,26,202.6,16.44,455.8,NA,155.51,6.63,
P23-157-W0-C,LakeviewWest,157,2023,11:31,0.5,25.8,192.7,15.6,455.5,NA,194.06,7.56,
P23-157-W0-C,LakeviewWest,157,2023,11:31,0.75,25.4,136.2,11.06,457.8,NA,292,9.01,
P23-164-S0-C,Strickers,164,2023,10:14,0,17.6,96,9.14,660,NA,274.29,17.13,
P23-164-S0-C,Strickers,164,2023,10:14,0.25,17.6,96.1,9.15,662,NA,263.35,16.68,
P23-164-S0-C,Strickers,164,2023,10:14,0.5,17.6,95.8,9.13,662,NA,270.56,16.16,
P23-164-T0-C,Tiedemans,164,2023,10:14,0,17.4,79.1,7.55,660,NA,274.29,17.13,
P23-164-T0-C,Tiedemans,164,2023,10:14,0.25,17.4,74.4,7.09,662,NA,263.35,16.68,
P23-164-T0-C,Tiedemans,164,2023,10:14,0.5,17.3,44.6,4.15,662,NA,270.56,16.16,
P23-164-W0-C,LakeviewWest,164,2023,9:20,0,19.6,124.7,11.35,478.1,NA,270.69,10.09,
P23-164-W0-C,LakeviewWest,164,2023,9:20,0.25,19.6,120.5,10.96,479.1,NA,265.09,9.72,
P23-164-W0-C,LakeviewWest,164,2023,9:20,0.5,19.3,77.6,7.17,477.3,NA,251.52,8.56,
P23-164-W0-C,LakeviewWest,164,2023,9:20,0.75,19.2,60.7,5.61,479.2,NA,321.21,9.99,
P23-172-S0-C,Strickers,172,2023,9:20,0,26.2,160.7,13,514,NA,273.68,16.82,
P23-172-S0-C,Strickers,172,2023,9:20,0.25,26.1,160.5,13.15,687,NA,331.82,23.4,
P23-172-S0-C,Strickers,172,2023,9:20,0.5,23.9,22.4,1.87,680,NA,434.13,25.15,
P23-172-S0-C,Strickers,172,2023,9:20,0.75,23.8,3.3,0.27,697,NA,184.43,25.22,
P23-172-T0-C,Tiedemans,172,2023,9:20,0,24.7,68.8,5.7,976,NA,137.97,10,
P23-172-T0-C,Tiedemans,172,2023,9:20,0.25,22.8,20.4,1.75,977,NA,171.99,11.83,
P23-172-T0-C,Tiedemans,172,2023,9:20,0.5,22.5,7.4,0.64,976,NA,235.19,12.25,
P23-172-W0-C,LakeviewWest,172,2023,12:16,0,28.9,206.5,15.94,509,NA,38.76,1.46,
P23-172-W0-C,LakeviewWest,172,2023,12:16,0.25,27.2,211.2,16.7,510,NA,51.48,2.12,
P23-172-W0-C,LakeviewWest,172,2023,12:16,0.5,25.4,200,15.93,506,NA,151.7,5.1,
P23-172-W0-C,LakeviewWest,172,2023,12:16,0.75,25.1,163.7,13.52,508,NA,302.43,7.29,
P23-177-S0-C,Strickers,177,2023,10:47:00,0,22.5,49.1,4.25,671,NA,366.57,28.1,
P23-177-S0-C,Strickers,177,2023,10:47:00,0.25,22.4,47.7,4.21,671,NA,358.77,26.6,
P23-177-S0-C,Strickers,177,2023,10:47:00,0.5,22.5,47.5,4.12,671,NA,325.91,25.45,
P23-177-T0-C,Tiedemans,177,2023,9:15,0,20.6,27.9,2.5,0:00,NA,310.39,10.69,
P23-177-T0-C,Tiedemans,177,2023,9:15,0.25,20.6,27.3,2.45,788,NA,321.52,11.16,
P23-177-T0-C,Tiedemans,177,2023,9:15,0.5,20.6,24.9,2.23,789,NA,325.69,11.05,
P23-177-W0-C,LakeviewWest,177,2023,12:03,0,24.7,23.1,1.93,443.9,NA,144.93,5.53,
P23-177-W0-C,LakeviewWest,177,2023,12:03,0.25,24.7,16,1.33,444.2,NA,136.89,5.33,
P23-177-W0-C,LakeviewWest,177,2023,12:03,0.5,24.7,11.3,1.01,444.2,NA,147.52,5.07,
P23-177-W0-C,LakeviewWest,177,2023,12:03,0.75,24.6,5.2,0.41,444.7,NA,132.1,4.41,
P23-177-W0-C,LakeviewWest,177,2023,12:03,1,24.5,2.3,0.18,445.2,NA,177.16,4.5,
P23-179-F0-C,Forebay,179,2023,10:30,0,17.4,67.9,6.55,567,NA,30.95,0.62,
P23-179-S0-C,Strickers,179,2023,12:09,0,23.9,175.2,14.76,683,NA,312.08,23.2,
P23-179-S0-C,Strickers,179,2023,12:09,0.25,23.8,173.1,14.64,683,NA,310.42,24.1,
P23-179-S0-C,Strickers,179,2023,12:09,0.5,23.8,174.9,14.72,682,NA,311.01,22.42,
P23-179-T0-C,Tiedemans,179,2023,9:15,0,21.2,56.3,4.99,818,NA,331.87,11.83,
P23-179-T0-C,Tiedemans,179,2023,9:15,0.25,21.2,50.4,4.47,820,NA,404,11.89,
P23-179-T0-C,Tiedemans,179,2023,9:15,0.5,21.1,38.8,3.45,821,NA,434.7,12.9,
P23-179-W0-C,LakeviewWest,179,2023,1:27,0,27.4,35.9,10.77,454.9,NA,80.9,2.9,
P23-179-W0-C,LakeviewWest,179,2023,1:27,0.25,27.3,135.2,10.76,454.6,NA,88.91,3.15,
P23-179-W0-C,LakeviewWest,179,2023,1:27,0.5,25.1,125.8,10.33,453.3,NA,113.97,3.97,
P23-179-W0-C,LakeviewWest,179,2023,1:27,0.75,24.2,72.5,6.31,451.4,NA,164.21,5.48,
P23-179-W0-C,LakeviewWest,179,2023,1:27,1,23.8,23.7,1.96,453.1,NA,303.62,23.78,
P23-184-F0-C,Forebay,184,2023,11:15,0,27.4,28.3,2.24,643,NA,77.86,2.2,
